product_id,product_name,category,sub_category,brand,supplier,price,discount_percent,stock_quantity,rating,reviews_count,weight_kg,color,size,material,warranty_years,country,warehouse_city,created_date,status
P2620,Sit Laptop,Electronics,Laptop,Dell,Lewis-Vazquez,96010,29,222,4.5,6439,19.55,Silver,Medium,Aluminium,3,Slovenia,Chennai,2025-02-11,Inactive
P2621,Daughter Snacks,Grocery,Snacks,Samsung,Martin-Adams,55079,23,376,3.5,4888,8.03,White,Large,Aluminium,4,Liberia,Bangalore,2024-09-01,Active
P2622,During Jacket,Fashion,Jacket,Adidas,Martin-Martinez,42930,26,847,3.7,4043,12.27,Red,Standard,Metal,5,Tanzania,Pune,2024-08-14,Active
P2623,Poor Sofa,Furniture,Sofa,Adidas,Pearson-Calhoun,94647,40,308,4.0,6840,4.75,Red,Large,Metal,0,Portugal,Delhi,2025-05-19,Inactive
P2624,Much Headphones,Electronics,Headphones,IKEA,Young-Lewis,89599,19,684,3.3,3042,18.37,White,Large,Glass,2,Iceland,Delhi,2024-09-24,Inactive
P2625,Reduce Oil,Grocery,Oil,Apple,"Simpson, Carlson and Taylor",26656,18,623,3.5,6175,3.96,Blue,Large,Leather,3,Cyprus,Delhi,2025-06-11,Inactive
P2626,Capital Mobile,Electronics,Mobile,Adidas,"Mathews, Neal and Cruz",90332,36,839,4.1,7732,16.53,Silver,Standard,Leather,4,Wallis and Futuna,Mumbai,2025-05-14,Active
P2627,According Chair,Furniture,Chair,Samsung,Lam PLC,35046,18,835,3.8,4698,1.63,White,Small,Glass,1,Togo,Hyderabad,2026-06-12,Inactive
P2628,Left Sofa,Furniture,Sofa,Samsung,Rice Inc,57411,30,412,4.1,829,1.73,White,Small,Leather,5,British Indian Ocean Territory (Chagos Archipelago),Delhi,2026-04-13,Active
P2629,Tv Snacks,Grocery,Snacks,Sony,Franco PLC,71122,25,605,3.4,857,17.13,Silver,Large,Glass,0,South Africa,Chennai,2025-05-16,Inactive
P2630,Exist Headphones,Electronics,Headphones,HP,Porter PLC,6363,32,914,4.8,4972,18.69,White,Medium,Metal,5,United Arab Emirates,Bangalore,2024-09-22,Active
P2631,Recent Oil,Grocery,Oil,Nike,"Johnson, Dean and Thomas",17137,10,511,3.1,286,15.38,Silver,Large,Aluminium,1,Cameroon,Bangalore,2024-09-10,Active
P2632,Voice Table,Furniture,Table,Samsung,"Matthews, Blair and Wall",21387,27,41,4.2,6360,9.1,White,Small,Metal,4,Poland,Chennai,2025-06-14,Inactive
P2633,Quickly Chair,Furniture,Chair,Adidas,"Gutierrez, Willis and Anthony",67564,28,608,4.2,8315,0.98,Silver,Small,Leather,4,South Africa,Hyderabad,2025-04-20,Inactive
P2634,Some Sofa,Furniture,Sofa,HP,Harris-Stein,51827,18,117,4.5,8283,14.76,Blue,Medium,Leather,2,Gibraltar,Pune,2024-12-30,Active
P2635,Move Table,Furniture,Table,Nike,Moore Inc,91179,6,268,4.7,6808,2.39,Blue,Large,Leather,4,Botswana,Pune,2024-12-02,Active
P2636,Form Laptop,Electronics,Laptop,HP,Stewart-Lopez,78322,6,962,4.9,2214,0.36,Black,Medium,Leather,4,Tokelau,Mumbai,2024-11-24,Inactive
P2637,Notice Shirt,Fashion,Shirt,HP,Mcmillan-Mitchell,41895,9,849,3.2,87,14.49,White,Medium,Aluminium,3,Guatemala,Delhi,2025-11-22,Active
P2638,Red Bed,Furniture,Bed,Dell,"Perkins, Christensen and Wilson",49466,24,164,4.0,6422,2.13,Red,Medium,Aluminium,5,Malta,Chennai,2025-10-23,Inactive
P2639,Yet Smart Watch,Electronics,Smart Watch,Sony,Deleon Ltd,2583,1,15,3.2,1121,15.61,Red,Standard,Glass,1,Maldives,Delhi,2025-11-03,Active
P2640,Participant Laptop,Electronics,Laptop,Sony,Spencer Ltd,53841,39,233,4.9,5326,9.05,Red,Small,Aluminium,4,Falkland Islands (Malvinas),Chennai,2024-12-02,Inactive
P2641,Grow Tablet,Electronics,Tablet,HP,Johnson-Kennedy,8424,23,19,4.6,7949,17.44,Blue,Medium,Leather,5,Cambodia,Mumbai,2024-08-29,Active
P2642,Ten Bed,Furniture,Bed,Nike,Rodriguez PLC,51904,37,578,3.0,5795,10.44,White,Medium,Aluminium,1,Iran,Chennai,2024-11-30,Active
P2643,Realize Shirt,Fashion,Shirt,Adidas,Rodriguez-Thompson,662,2,88,4.8,8533,14.13,Black,Large,Plastic,0,Japan,Bangalore,2024-08-25,Active
P2644,Attention Jacket,Fashion,Jacket,Sony,Peterson PLC,67884,37,660,4.3,9994,5.73,Blue,Large,Aluminium,2,New Zealand,Delhi,2026-03-20,Active
P2645,Work Tablet,Electronics,Tablet,Apple,"Davidson, Thomas and Lee",38625,36,937,3.1,3613,4.13,Black,Small,Metal,1,Honduras,Delhi,2024-10-13,Inactive
P2646,Western Jeans,Fashion,Jeans,Sony,"Reynolds, Harris and Potter",40115,32,420,4.2,4302,4.82,Blue,Small,Plastic,2,Uruguay,Bangalore,2025-05-30,Active
P2647,Listen Jeans,Fashion,Jeans,Apple,Cummings-Porter,11789,0,343,4.4,8785,18.33,Blue,Small,Metal,1,Bhutan,Hyderabad,2026-01-29,Active
P2648,Center Oil,Grocery,Oil,Samsung,Cantrell-Johnson,61723,33,60,4.0,3606,15.76,Red,Medium,Leather,5,Bangladesh,Hyderabad,2024-11-02,Active
P2649,Remember Smart Watch,Electronics,Smart Watch,Nike,Murphy-Burns,39425,17,370,5.0,5528,13.16,Silver,Large,Glass,2,Martinique,Chennai,2024-09-21,Active
P2650,Bar Snacks,Grocery,Snacks,Samsung,Stevens Ltd,56662,13,717,4.6,2455,0.22,Red,Medium,Metal,2,France,Chennai,2025-05-18,Inactive
P2651,Choose Beverages,Grocery,Beverages,IKEA,Gonzalez LLC,42327,16,819,3.9,1852,13.91,Silver,Small,Metal,0,Niger,Pune,2026-06-29,Active
P2652,Once Shirt,Fashion,Shirt,HP,Munoz-Chambers,10471,26,603,3.6,3738,11.91,Silver,Medium,Leather,2,Lao People's Democratic Republic,Pune,2025-11-13,Active
P2653,Ok Mobile,Electronics,Mobile,Samsung,Hall and Sons,92663,29,84,3.7,4665,15.97,Black,Medium,Plastic,1,Serbia,Delhi,2024-11-06,Inactive
P2654,Go Bed,Furniture,Bed,Samsung,Richardson LLC,66651,22,993,4.8,720,2.02,White,Standard,Plastic,0,Honduras,Pune,2024-11-27,Inactive
P2655,While Shirt,Fashion,Shirt,Dell,Lowery Ltd,6137,19,697,3.2,1212,18.02,Blue,Medium,Metal,4,Niger,Mumbai,2025-04-19,Inactive
P2656,Free Shirt,Fashion,Shirt,HP,Gonzales-Orozco,34565,5,672,4.3,5881,3.04,Red,Large,Leather,5,Costa Rica,Pune,2025-03-26,Inactive
P2657,This Mobile,Electronics,Mobile,Nike,Osborne-Benson,86485,10,13,4.5,9972,17.41,Black,Standard,Plastic,5,Monaco,Hyderabad,2025-04-21,Inactive
P2658,Continue Shirt,Fashion,Shirt,Nike,"Ray, Scott and Williams",26995,8,153,3.1,1085,19.9,Silver,Medium,Aluminium,1,Paraguay,Mumbai,2025-08-31,Active
P2659,Change Shoes,Fashion,Shoes,IKEA,Mendoza Group,95959,30,456,3.2,5016,13.13,Black,Large,Glass,1,Bouvet Island (Bouvetoya),Pune,2025-09-14,Inactive
P2660,Stuff Shirt,Fashion,Shirt,Apple,Johnson PLC,14205,26,86,4.9,9473,4.89,Silver,Small,Aluminium,3,Mauritania,Mumbai,2025-03-06,Inactive
P2661,Collection Shoes,Fashion,Shoes,Nike,Campbell-Pham,69495,34,939,5.0,7969,16.99,Red,Large,Glass,4,Russian Federation,Delhi,2026-07-31,Inactive
P2662,Country Headphones,Electronics,Headphones,HP,"Lewis, Weaver and Chapman",77244,25,67,4.8,7782,0.69,Blue,Standard,Leather,2,Reunion,Bangalore,2025-11-03,Inactive
P2663,Six Smart Watch,Electronics,Smart Watch,Samsung,Ramirez Ltd,32849,13,690,3.1,4700,5.27,Silver,Medium,Glass,2,Sierra Leone,Hyderabad,2024-12-14,Inactive
P2664,Manager Shirt,Fashion,Shirt,Nike,Grant LLC,40499,9,817,3.1,6073,13.31,Red,Small,Glass,0,Hong Kong,Bangalore,2024-11-14,Active
P2665,Send Shirt,Fashion,Shirt,IKEA,Donaldson PLC,95992,26,853,3.1,2672,14.9,Red,Small,Metal,3,Slovakia (Slovak Republic),Delhi,2026-02-11,Active
P2666,Education Rice,Grocery,Rice,Sony,Wolf Inc,446,34,758,3.4,3791,1.86,Silver,Small,Metal,2,Guernsey,Pune,2026-01-03,Inactive
P2667,Huge Oil,Grocery,Oil,Dell,"Donaldson, Wood and Miller",7193,26,723,3.7,8741,3.44,White,Medium,Aluminium,2,Italy,Mumbai,2025-10-01,Active
P2668,Performance Jacket,Fashion,Jacket,IKEA,Brown and Sons,14538,13,478,3.7,8883,5.48,Blue,Small,Plastic,5,Turkmenistan,Delhi,2025-12-11,Active
P2669,Agent Oil,Grocery,Oil,Adidas,Fletcher Inc,16919,30,728,4.7,7180,7.06,White,Medium,Aluminium,1,Haiti,Chennai,2026-02-18,Active
P2670,Chair Chair,Furniture,Chair,Samsung,Dickerson-Murillo,57245,35,910,4.8,9774,5.37,Red,Small,Plastic,3,Ireland,Delhi,2026-06-17,Inactive
P2671,Hand Beverages,Grocery,Beverages,HP,Arnold LLC,91126,24,780,4.3,3372,5.64,Black,Medium,Glass,4,Korea,Chennai,2025-12-21,Inactive
P2672,Feel Mobile,Electronics,Mobile,Adidas,"Hayes, Jones and Martinez",97721,30,817,3.9,5060,19.35,Silver,Medium,Aluminium,5,Madagascar,Hyderabad,2026-03-06,Active
P2673,Show Smart Watch,Electronics,Smart Watch,Samsung,"Martinez, Jones and Ayala",28013,32,457,4.3,4280,13.23,White,Standard,Aluminium,2,Netherlands Antilles,Hyderabad,2025-03-22,Active
P2674,Drug Chair,Furniture,Chair,Dell,Summers-Wilson,42018,25,69,3.4,873,16.19,Black,Large,Plastic,2,Armenia,Pune,2024-08-22,Active
P2675,Try Oil,Grocery,Oil,Nike,Shields Inc,83404,11,784,3.4,543,7.89,Blue,Large,Metal,2,Chile,Bangalore,2025-02-13,Inactive
P2676,Season Smart Watch,Electronics,Smart Watch,Nike,Keller-Williams,60365,6,665,4.5,1966,0.32,Blue,Large,Aluminium,1,Mongolia,Delhi,2024-09-25,Active
P2677,Week Chair,Furniture,Chair,Sony,Quinn and Sons,59198,15,519,4.6,4021,10.8,Black,Large,Aluminium,3,India,Bangalore,2024-11-08,Inactive
P2678,Charge Laptop,Electronics,Laptop,HP,Guzman PLC,70930,40,213,4.2,1257,2.43,White,Medium,Glass,2,Argentina,Bangalore,2025-01-15,Inactive
P2679,Part Mobile,Electronics,Mobile,Samsung,Brown Ltd,78204,12,46,4.4,7579,7.04,Black,Standard,Glass,4,Guinea-Bissau,Chennai,2024-12-15,Active
P2680,Military Beverages,Grocery,Beverages,IKEA,Garza-Graham,31838,6,87,4.0,2504,7.01,Silver,Small,Metal,5,Iceland,Mumbai,2025-01-15,Active
P2681,Fast Smart Watch,Electronics,Smart Watch,IKEA,Steele-Foster,60670,13,696,4.6,4705,18.25,White,Small,Plastic,4,Trinidad and Tobago,Mumbai,2025-04-24,Inactive
P2682,Body Rice,Grocery,Rice,Nike,"Henson, Hall and Roman",98173,25,467,4.1,7672,18.21,Black,Small,Leather,4,Philippines,Hyderabad,2026-05-11,Inactive
P2683,Either Rice,Grocery,Rice,Dell,Ramos Group,46398,17,481,3.9,4573,19.08,White,Medium,Metal,2,Faroe Islands,Pune,2025-04-15,Inactive
P2684,Cultural Headphones,Electronics,Headphones,Nike,Sloan LLC,53571,37,342,3.7,2079,5.47,Black,Large,Plastic,4,Luxembourg,Pune,2026-02-09,Active
P2685,Early Tablet,Electronics,Tablet,Adidas,Payne PLC,51022,16,452,3.6,8962,18.39,Black,Small,Plastic,3,Spain,Hyderabad,2025-04-02,Inactive
P2686,Old Bed,Furniture,Bed,HP,Gill-Adams,84075,2,405,3.0,5446,1.31,White,Medium,Leather,2,Luxembourg,Mumbai,2025-11-23,Active
P2687,Truth Oil,Grocery,Oil,Nike,Dudley PLC,53680,37,774,4.5,1565,13.81,Red,Small,Metal,4,Gambia,Pune,2025-06-09,Inactive
P2688,Magazine Jeans,Fashion,Jeans,HP,"Lyons, Terry and Clark",99041,2,59,4.3,6515,16.49,Blue,Large,Glass,4,Heard Island and McDonald Islands,Chennai,2024-09-03,Inactive
P2689,Bag Oil,Grocery,Oil,Adidas,Waters LLC,13693,28,26,4.0,736,2.08,Red,Small,Metal,1,Dominica,Chennai,2026-04-22,Active
P2690,Fight Tablet,Electronics,Tablet,HP,"Wilson, Sharp and Smith",51886,13,512,3.3,1557,11.12,Silver,Standard,Plastic,4,Moldova,Hyderabad,2026-01-21,Active
P2691,Form Beverages,Grocery,Beverages,Nike,Fields Inc,76457,9,331,4.6,4553,7.32,White,Small,Glass,3,Saint Kitts and Nevis,Pune,2026-06-27,Active
P2692,Write Mobile,Electronics,Mobile,Apple,Arroyo-Roberts,12111,13,909,4.8,2809,19.03,White,Large,Leather,5,Greenland,Hyderabad,2025-06-11,Inactive
P2693,Leave Sofa,Furniture,Sofa,HP,"Perez, Clayton and Roberts",46574,27,356,3.0,3264,15.27,Black,Standard,Metal,5,Tokelau,Bangalore,2025-04-08,Active
P2694,Author Laptop,Electronics,Laptop,Sony,Scott-Savage,91149,31,993,4.7,9102,12.35,Red,Small,Metal,5,Argentina,Hyderabad,2026-06-29,Active
P2695,Try Bed,Furniture,Bed,Adidas,Poole Ltd,66164,38,28,4.1,8048,1.3,Blue,Large,Aluminium,3,Congo,Chennai,2026-04-05,Active
P2696,At Sofa,Furniture,Sofa,Apple,Terry Ltd,69210,6,62,4.0,5529,7.5,White,Small,Metal,5,Cayman Islands,Pune,2026-05-11,Active
P2697,Choose Jeans,Fashion,Jeans,Apple,"Diaz, Espinoza and Hernandez",98871,17,826,4.3,8275,15.31,Silver,Large,Aluminium,4,Malaysia,Chennai,2025-08-03,Active
P2698,Blue Sofa,Furniture,Sofa,Adidas,Flores-Horton,26068,34,183,4.5,6465,8.14,Blue,Large,Leather,1,Bosnia and Herzegovina,Mumbai,2025-02-06,Inactive
P2699,Sit Table,Furniture,Table,IKEA,"Lewis, Rodriguez and Thompson",19640,34,18,3.1,3392,1.13,Blue,Large,Metal,1,Kuwait,Hyderabad,2024-12-20,Inactive
P2700,Study Headphones,Electronics,Headphones,Sony,Brennan-Smith,1990,29,145,3.5,2767,3.27,Silver,Small,Aluminium,5,Bulgaria,Hyderabad,2025-03-17,Active
P2701,Daughter Rice,Grocery,Rice,IKEA,Deleon LLC,12339,17,176,4.3,4647,12.3,Black,Medium,Plastic,4,Oman,Delhi,2025-12-07,Inactive
P2702,Sign Bed,Furniture,Bed,HP,Brandt-Schwartz,98521,9,47,5.0,2697,12.98,White,Medium,Leather,1,Croatia,Hyderabad,2025-11-25,Active
P2703,Feel Shoes,Fashion,Shoes,Adidas,Hammond-Evans,88476,15,89,4.3,3463,14.05,Red,Medium,Glass,4,United Kingdom,Bangalore,2026-02-18,Inactive
P2704,Per Jeans,Fashion,Jeans,Apple,"Cabrera, Reynolds and Marshall",63818,19,676,3.1,9825,7.78,Blue,Large,Plastic,2,Cameroon,Delhi,2025-02-13,Inactive
P2705,Remain Snacks,Grocery,Snacks,Sony,Craig LLC,78679,12,980,4.1,5384,1.05,Blue,Medium,Metal,3,Botswana,Delhi,2026-07-16,Active
P2706,Two Headphones,Electronics,Headphones,IKEA,Green-Nguyen,40608,16,209,3.2,2531,13.28,Silver,Medium,Glass,5,Niger,Bangalore,2025-03-12,Active
P2707,Near Smart Watch,Electronics,Smart Watch,Adidas,Richmond Ltd,83693,39,769,4.3,3207,10.27,Black,Small,Leather,5,Lebanon,Hyderabad,2026-05-17,Active
P2708,Dinner Table,Furniture,Table,Nike,Roberts PLC,18014,18,398,3.8,9421,12.62,White,Small,Aluminium,3,Palau,Chennai,2025-05-16,Active
P2709,Enjoy Jeans,Fashion,Jeans,Apple,Jackson-Barnett,20066,34,355,4.9,3833,14.89,White,Small,Metal,1,Croatia,Bangalore,2025-06-06,Active
P2710,Thus Jacket,Fashion,Jacket,Nike,"Soto, Hall and Jones",96806,1,298,5.0,144,10.39,Blue,Medium,Plastic,5,Mauritius,Delhi,2025-11-18,Active
P2711,Exactly Shoes,Fashion,Shoes,Apple,Davis Inc,2913,20,558,3.9,4317,0.53,Blue,Large,Leather,0,Maldives,Hyderabad,2026-02-21,Inactive
P2712,Share Shoes,Fashion,Shoes,Samsung,"Wilson, West and Rasmussen",71773,23,26,3.7,8368,19.46,White,Standard,Leather,3,Yemen,Pune,2025-05-02,Inactive
P2713,Everything Rice,Grocery,Rice,IKEA,"Buchanan, Martinez and Harper",55714,23,436,3.6,4406,5.59,Red,Small,Metal,2,Singapore,Pune,2026-06-08,Inactive
P2714,South Rice,Grocery,Rice,HP,"Martin, Arroyo and Perez",28370,33,768,4.5,6765,17.71,Blue,Standard,Leather,1,Svalbard & Jan Mayen Islands,Delhi,2024-08-08,Inactive
P2715,Go Snacks,Grocery,Snacks,IKEA,Fletcher-Lee,24577,23,218,3.8,2792,18.49,Silver,Large,Plastic,4,Estonia,Bangalore,2025-05-20,Inactive
P2716,Only Rice,Grocery,Rice,HP,White-Johnson,70714,40,236,3.4,739,14.85,Blue,Medium,Metal,4,Bosnia and Herzegovina,Chennai,2025-04-27,Active
P2717,Result Tablet,Electronics,Tablet,Adidas,Dawson LLC,36475,2,694,3.2,2785,9.47,Red,Medium,Glass,2,Bhutan,Chennai,2026-03-21,Inactive
P2718,Fire Sofa,Furniture,Sofa,Sony,Price-Sutton,2260,17,729,4.6,5542,4.66,Black,Large,Plastic,5,Saint Pierre and Miquelon,Hyderabad,2025-03-01,Inactive
P2719,System Table,Furniture,Table,Dell,"Gutierrez, Diaz and Shah",34282,0,539,3.8,9840,2.04,Red,Large,Plastic,0,Gabon,Chennai,2025-07-21,Active
P2720,Yes Shoes,Fashion,Shoes,Samsung,Humphrey-Washington,35664,12,468,4.9,7597,11.76,Red,Medium,Glass,3,United States of America,Bangalore,2024-08-26,Active
P2721,Property Smart Watch,Electronics,Smart Watch,Dell,Garcia Ltd,64950,31,656,3.3,1398,7.29,Blue,Medium,Leather,2,Equatorial Guinea,Pune,2025-12-26,Inactive
P2722,What Sofa,Furniture,Sofa,IKEA,Thomas Inc,38892,36,208,4.9,2236,19.75,Red,Standard,Aluminium,4,Dominica,Pune,2025-01-10,Inactive
P2723,Just Beverages,Grocery,Beverages,HP,Smith-Williams,65630,24,359,4.0,2181,8.59,Silver,Medium,Aluminium,4,Netherlands Antilles,Pune,2026-08-03,Inactive
P2724,Citizen Chair,Furniture,Chair,HP,"Gonzalez, Vasquez and Carpenter",47233,17,123,4.4,3804,15.25,Black,Medium,Plastic,5,Botswana,Bangalore,2026-01-17,Active
P2725,Their Chair,Furniture,Chair,Samsung,Duffy Group,88298,8,817,4.8,8011,7.36,Blue,Medium,Aluminium,0,Liechtenstein,Mumbai,2026-06-14,Active
P2726,Worry Chair,Furniture,Chair,Adidas,Boone-Gordon,79069,31,897,3.0,6144,16.2,Black,Standard,Plastic,3,Italy,Delhi,2025-10-25,Inactive
P2727,Party Beverages,Grocery,Beverages,HP,"Bailey, Chavez and Casey",67205,33,664,4.6,9340,8.05,Red,Medium,Aluminium,4,Peru,Pune,2026-07-28,Active
P2728,Lead Shoes,Fashion,Shoes,Sony,George Inc,83437,8,492,4.6,602,6.94,White,Medium,Metal,4,Saint Vincent and the Grenadines,Chennai,2024-08-24,Inactive
P2729,Toward Beverages,Grocery,Beverages,Dell,"Wood, Adams and Davis",58728,28,322,3.1,4140,3.29,Blue,Medium,Plastic,0,Mauritius,Hyderabad,2025-05-11,Active
P2730,Drug Chair,Furniture,Chair,Nike,"Dunn, Perry and Figueroa",78630,7,976,4.8,3664,8.57,White,Small,Aluminium,5,Guam,Delhi,2024-11-10,Active
P2731,Example Beverages,Grocery,Beverages,HP,Ryan Inc,95867,3,80,4.0,8942,13.23,Silver,Large,Glass,4,Congo,Pune,2025-10-08,Active
P2732,Account Jeans,Fashion,Jeans,Apple,Pacheco and Sons,88438,17,324,3.3,8778,3.85,White,Large,Glass,4,Zimbabwe,Mumbai,2026-03-08,Active
P2733,Interesting Sofa,Furniture,Sofa,Samsung,"Cook, Lawson and Sanchez",27685,29,318,3.3,7909,13.99,Blue,Medium,Plastic,1,Malawi,Delhi,2026-04-16,Inactive
P2734,Story Jeans,Fashion,Jeans,Adidas,Sparks-Phelps,79471,4,163,3.7,7726,18.55,Silver,Standard,Leather,1,Palau,Bangalore,2026-07-03,Inactive
P2735,Middle Shirt,Fashion,Shirt,Samsung,"Peterson, Mullins and Scott",60946,14,656,5.0,1371,15.86,Black,Standard,Metal,4,Korea,Mumbai,2025-01-28,Active
P2736,Guy Oil,Grocery,Oil,IKEA,Smith Inc,25967,9,291,4.5,3254,2.28,Blue,Standard,Plastic,2,Guyana,Bangalore,2025-12-22,Active
P2737,Easy Table,Furniture,Table,Dell,"Hicks, Gutierrez and Luna",13509,19,523,4.9,1431,11.6,Blue,Small,Plastic,4,Guam,Delhi,2025-09-16,Inactive
P2738,Worry Tablet,Electronics,Tablet,Adidas,Herrera-Moss,84478,39,157,4.9,455,14.66,Blue,Large,Metal,3,Montenegro,Bangalore,2025-01-16,Active
P2739,As Table,Furniture,Table,Sony,"Owen, Jones and Williams",28614,22,963,4.9,6226,9.12,Blue,Large,Glass,5,Belgium,Pune,2025-10-02,Inactive
P2740,Wife Jacket,Fashion,Jacket,Sony,Ramirez LLC,42073,5,472,3.9,1661,7.92,White,Medium,Leather,3,Panama,Bangalore,2026-07-22,Active
P2741,Southern Shirt,Fashion,Shirt,Dell,Harris Ltd,97917,29,544,4.0,5741,1.12,Red,Medium,Leather,4,Gambia,Delhi,2026-05-24,Inactive
P2742,What Smart Watch,Electronics,Smart Watch,Apple,Martin-Young,86014,7,989,3.2,9724,2.24,Red,Medium,Leather,2,Cuba,Chennai,2025-09-24,Inactive
P2743,Me Chair,Furniture,Chair,Apple,"Bryant, Duncan and Charles",45065,34,660,4.8,2411,1.75,Black,Large,Plastic,2,French Guiana,Chennai,2026-02-03,Active
P2744,Allow Chair,Furniture,Chair,Apple,"Sanders, Johnson and Klein",76554,35,424,3.0,1448,9.06,Blue,Standard,Glass,3,Sweden,Bangalore,2025-06-05,Inactive
P2745,Price Beverages,Grocery,Beverages,IKEA,Boyd-Reed,75023,16,894,3.1,2648,17.37,Silver,Standard,Glass,4,French Polynesia,Delhi,2025-09-18,Inactive
P2746,Rather Shoes,Fashion,Shoes,Apple,"Kennedy, Olson and Campos",47763,0,612,4.2,6314,19.73,Red,Medium,Metal,2,El Salvador,Mumbai,2026-06-17,Active
P2747,Cause Tablet,Electronics,Tablet,IKEA,"Ramirez, Johnson and Marquez",74625,24,892,4.1,5219,5.5,Blue,Large,Glass,3,Paraguay,Delhi,2025-08-16,Inactive
P2748,Necessary Mobile,Electronics,Mobile,Sony,"Mcdonald, Turner and Johnson",72950,18,779,4.1,9199,3.82,Red,Large,Metal,5,Sao Tome and Principe,Delhi,2025-02-11,Inactive
P2749,Analysis Jacket,Fashion,Jacket,Nike,"Lee, Wood and Camacho",15142,40,493,4.8,2042,19.48,Red,Standard,Glass,5,Saint Barthelemy,Pune,2025-12-22,Active
P2750,Price Tablet,Electronics,Tablet,Dell,"Moore, Goodwin and Buchanan",43817,34,979,4.6,9067,13.89,White,Small,Glass,0,Liberia,Bangalore,2025-06-15,Inactive
P2751,Between Oil,Grocery,Oil,Nike,Burton-Stewart,36022,14,391,4.4,5520,19.54,Blue,Small,Plastic,2,Saudi Arabia,Pune,2026-04-03,Inactive
P2752,Current Chair,Furniture,Chair,Samsung,Harris-Munoz,55750,21,650,3.3,1064,18.76,Red,Small,Metal,2,Falkland Islands (Malvinas),Hyderabad,2026-02-26,Inactive
P2753,Plan Headphones,Electronics,Headphones,Samsung,Gibson Inc,93751,14,620,4.8,2677,0.46,Blue,Medium,Leather,1,Gambia,Pune,2025-12-10,Active
P2754,Relationship Chair,Furniture,Chair,Adidas,Coleman LLC,75889,34,327,4.2,7785,9.0,Red,Medium,Aluminium,3,Bulgaria,Mumbai,2026-01-20,Inactive
P2755,Sea Bed,Furniture,Bed,Dell,Olsen Group,73395,37,198,4.2,592,0.73,Silver,Large,Glass,2,Turks and Caicos Islands,Bangalore,2026-02-22,Active
P2756,Ball Jacket,Fashion,Jacket,Sony,Norton-Stewart,6240,22,774,4.4,1649,11.87,Black,Medium,Metal,0,Somalia,Chennai,2025-06-12,Active
P2757,Model Chair,Furniture,Chair,Apple,Weiss-Newman,61200,7,689,4.4,7300,0.3,Blue,Large,Metal,5,Panama,Pune,2025-09-05,Inactive
P2758,Explain Bed,Furniture,Bed,Nike,Diaz-Bowman,50869,1,281,4.3,4867,15.32,White,Medium,Leather,5,Rwanda,Delhi,2026-04-04,Active
P2759,Deal Shoes,Fashion,Shoes,Nike,Smith Ltd,51408,15,200,4.7,5438,0.73,White,Standard,Metal,3,Canada,Mumbai,2026-05-01,Inactive
P2760,Institution Jeans,Fashion,Jeans,Adidas,"Hernandez, Simmons and Alvarado",31237,25,185,3.9,5967,10.19,Silver,Standard,Metal,5,Sierra Leone,Hyderabad,2025-04-08,Inactive
P2761,Increase Sofa,Furniture,Sofa,Sony,Allen PLC,52833,20,972,3.3,352,8.96,Silver,Medium,Leather,3,Timor-Leste,Pune,2025-11-02,Active
P2762,Himself Mobile,Electronics,Mobile,Nike,Olson-Phillips,8799,30,555,3.9,8807,12.34,Black,Standard,Leather,0,Uruguay,Bangalore,2026-07-27,Active
P2763,Role Laptop,Electronics,Laptop,Dell,Dillon-Watson,52252,24,434,3.4,589,7.72,White,Medium,Plastic,5,United Arab Emirates,Hyderabad,2026-04-03,Active
P2764,Eight Tablet,Electronics,Tablet,Adidas,Higgins-Foster,24355,12,896,3.6,420,17.19,Black,Large,Leather,4,Paraguay,Pune,2026-03-28,Active
P2765,Address Chair,Furniture,Chair,Dell,"Andrews, Harrell and Turner",40950,32,832,3.9,544,4.13,White,Medium,Plastic,2,Trinidad and Tobago,Mumbai,2024-11-29,Active
P2766,Leader Table,Furniture,Table,HP,Clark Ltd,20219,5,87,4.9,6664,13.36,Blue,Standard,Glass,3,Senegal,Chennai,2025-06-13,Inactive
P2767,Respond Laptop,Electronics,Laptop,Nike,Guzman-Wilson,11089,6,38,4.4,5394,19.46,Black,Standard,Metal,2,China,Bangalore,2025-06-16,Inactive
P2768,Message Snacks,Grocery,Snacks,Dell,Boone-Moore,52509,17,352,3.4,5091,13.89,White,Small,Plastic,1,Mayotte,Mumbai,2026-07-29,Inactive
P2769,Analysis Mobile,Electronics,Mobile,Dell,"Davis, Stone and Young",97826,33,255,3.7,8289,7.45,Red,Large,Aluminium,4,Cuba,Delhi,2026-05-21,Active
P2770,Out Sofa,Furniture,Sofa,Dell,Ford-Vasquez,55814,6,365,4.5,4394,4.97,Red,Large,Plastic,2,Mexico,Hyderabad,2024-10-18,Inactive
P2771,Technology Shoes,Fashion,Shoes,Sony,"Pearson, Hodge and Williams",107,25,91,4.8,5223,9.1,Blue,Standard,Glass,3,Bhutan,Pune,2025-02-06,Active
P2772,Fill Mobile,Electronics,Mobile,Samsung,Rios LLC,36205,21,593,3.8,4599,7.58,White,Standard,Leather,4,Greece,Hyderabad,2026-07-01,Inactive
P2773,For Jeans,Fashion,Jeans,Sony,Nunez-Matthews,67807,7,887,3.8,3810,13.66,Blue,Large,Aluminium,1,Czech Republic,Pune,2025-12-07,Active
